"","geo","date","hits_Weather","State","Abrev","FIPS","year","month","hits_Forecast","hits_Temperature","hits_NOAA","hits_Dogs","hits_Headache"
"1735","US-HI",2006-07-01,29,"Hawaii","HI",15,"2006","07",22,29,4,54,27
"1736","US-HI",2006-08-01,28,"Hawaii","HI",15,"2006","08",32,40,8,59,25
"1737","US-HI",2006-09-01,25,"Hawaii","HI",15,"2006","09",8,20,21,55,0
"1738","US-HI",2006-10-01,39,"Hawaii","HI",15,"2006","10",30,26,20,48,0
"1739","US-HI",2006-11-01,39,"Hawaii","HI",15,"2006","11",45,31,35,42,0
"1740","US-HI",2006-12-01,36,"Hawaii","HI",15,"2006","12",44,25,11,54,0
"1741","US-HI",2007-01-01,45,"Hawaii","HI",15,"2007","01",34,45,17,65,0
"1742","US-HI",2007-02-01,38,"Hawaii","HI",15,"2007","02",32,48,22,49,0
"1743","US-HI",2007-03-01,40,"Hawaii","HI",15,"2007","03",54,21,20,51,0
"1744","US-HI",2007-04-01,21,"Hawaii","HI",15,"2007","04",38,16,26,64,20
"1745","US-HI",2007-05-01,22,"Hawaii","HI",15,"2007","05",26,38,15,62,18
"1746","US-HI",2007-06-01,24,"Hawaii","HI",15,"2007","06",21,20,12,34,57
"1747","US-HI",2007-07-01,24,"Hawaii","HI",15,"2007","07",26,44,15,43,74
"1748","US-HI",2007-08-01,41,"Hawaii","HI",15,"2007","08",28,19,83,41,0
"1749","US-HI",2007-09-01,22,"Hawaii","HI",15,"2007","09",20,38,12,46,18
"1750","US-HI",2007-10-01,29,"Hawaii","HI",15,"2007","10",24,40,14,54,33
"1751","US-HI",2007-11-01,42,"Hawaii","HI",15,"2007","11",40,49,28,39,34
"1752","US-HI",2007-12-01,77,"Hawaii","HI",15,"2007","12",74,41,31,53,35
"1753","US-HI",2008-01-01,50,"Hawaii","HI",15,"2008","01",40,55,13,71,32
"1754","US-HI",2008-02-01,36,"Hawaii","HI",15,"2008","02",23,53,13,68,16
"1755","US-HI",2008-03-01,30,"Hawaii","HI",15,"2008","03",25,34,16,43,0
"1756","US-HI",2008-04-01,32,"Hawaii","HI",15,"2008","04",24,53,13,33,46
"1757","US-HI",2008-05-01,23,"Hawaii","HI",15,"2008","05",12,17,18,36,16
"1758","US-HI",2008-06-01,22,"Hawaii","HI",15,"2008","06",40,13,14,70,17
"1759","US-HI",2008-07-01,24,"Hawaii","HI",15,"2008","07",26,39,37,55,32
"1760","US-HI",2008-08-01,27,"Hawaii","HI",15,"2008","08",20,21,11,61,64
"1761","US-HI",2008-09-01,22,"Hawaii","HI",15,"2008","09",22,50,18,42,0
"1762","US-HI",2008-10-01,30,"Hawaii","HI",15,"2008","10",29,27,19,51,29
"1763","US-HI",2008-11-01,40,"Hawaii","HI",15,"2008","11",40,54,26,68,32
"1764","US-HI",2008-12-01,71,"Hawaii","HI",15,"2008","12",65,48,65,46,0
"1765","US-HI",2009-01-01,70,"Hawaii","HI",15,"2009","01",65,70,26,52,73
"1766","US-HI",2009-02-01,40,"Hawaii","HI",15,"2009","02",51,65,15,61,31
"1767","US-HI",2009-03-01,62,"Hawaii","HI",15,"2009","03",68,52,18,80,42
"1768","US-HI",2009-04-01,43,"Hawaii","HI",15,"2009","04",49,49,25,66,42
"1769","US-HI",2009-05-01,24,"Hawaii","HI",15,"2009","05",11,41,7,72,28
"1770","US-HI",2009-06-01,25,"Hawaii","HI",15,"2009","06",48,32,12,79,15
"1771","US-HI",2009-07-01,23,"Hawaii","HI",15,"2009","07",29,38,28,62,14
"1772","US-HI",2009-08-01,63,"Hawaii","HI",15,"2009","08",91,36,72,74,27
"1773","US-HI",2009-09-01,25,"Hawaii","HI",15,"2009","09",51,46,24,58,13
"1774","US-HI",2009-10-01,35,"Hawaii","HI",15,"2009","10",39,41,28,59,26
"1775","US-HI",2009-11-01,45,"Hawaii","HI",15,"2009","11",50,42,33,79,13
"1776","US-HI",2009-12-01,36,"Hawaii","HI",15,"2009","12",66,32,20,64,81
"1777","US-HI",2010-01-01,48,"Hawaii","HI",15,"2010","01",58,33,39,68,13
"1778","US-HI",2010-02-01,39,"Hawaii","HI",15,"2010","02",46,45,47,69,0
"1779","US-HI",2010-03-01,46,"Hawaii","HI",15,"2010","03",61,49,26,60,50
"1780","US-HI",2010-04-01,31,"Hawaii","HI",15,"2010","04",45,39,14,67,25
"1781","US-HI",2010-05-01,34,"Hawaii","HI",15,"2010","05",55,68,21,60,39
"1782","US-HI",2010-06-01,25,"Hawaii","HI",15,"2010","06",47,50,20,85,81
"1783","US-HI",2010-07-01,26,"Hawaii","HI",15,"2010","07",31,20,22,66,61
"1784","US-HI",2010-08-01,23,"Hawaii","HI",15,"2010","08",32,41,21,64,48
"1785","US-HI",2010-09-01,23,"Hawaii","HI",15,"2010","09",38,58,11,41,34
"1786","US-HI",2010-10-01,30,"Hawaii","HI",15,"2010","10",42,42,26,74,34
"1787","US-HI",2010-11-01,40,"Hawaii","HI",15,"2010","11",55,36,30,83,23
"1788","US-HI",2010-12-01,84,"Hawaii","HI",15,"2010","12",100,26,43,63,98
"1789","US-HI",2011-01-01,67,"Hawaii","HI",15,"2011","01",87,47,51,60,35
"1790","US-HI",2011-02-01,51,"Hawaii","HI",15,"2011","02",79,47,41,65,30
"1791","US-HI",2011-03-01,55,"Hawaii","HI",15,"2011","03",56,55,34,60,40
"1792","US-HI",2011-04-01,35,"Hawaii","HI",15,"2011","04",40,26,24,48,28
"1793","US-HI",2011-05-01,44,"Hawaii","HI",15,"2011","05",44,29,21,80,48
"1794","US-HI",2011-06-01,42,"Hawaii","HI",15,"2011","06",45,40,30,82,44
"1795","US-HI",2011-07-01,34,"Hawaii","HI",15,"2011","07",25,48,24,56,21
"1796","US-HI",2011-08-01,28,"Hawaii","HI",15,"2011","08",33,43,24,43,20
"1797","US-HI",2011-09-01,28,"Hawaii","HI",15,"2011","09",31,53,22,68,59
"1798","US-HI",2011-10-01,29,"Hawaii","HI",15,"2011","10",36,35,16,67,25
"1799","US-HI",2011-11-01,43,"Hawaii","HI",15,"2011","11",60,41,27,62,31
"1800","US-HI",2011-12-01,42,"Hawaii","HI",15,"2011","12",53,47,25,84,49
"1801","US-HI",2012-01-01,38,"Hawaii","HI",15,"2012","01",62,54,20,61,29
"1802","US-HI",2012-02-01,49,"Hawaii","HI",15,"2012","02",56,60,26,70,48
"1803","US-HI",2012-03-01,73,"Hawaii","HI",15,"2012","03",74,42,47,72,40
"1804","US-HI",2012-04-01,35,"Hawaii","HI",15,"2012","04",33,47,18,61,100
"1805","US-HI",2012-05-01,28,"Hawaii","HI",15,"2012","05",26,39,22,60,40
"1806","US-HI",2012-06-01,30,"Hawaii","HI",15,"2012","06",42,35,13,56,11
"1807","US-HI",2012-07-01,34,"Hawaii","HI",15,"2012","07",41,31,13,84,35
"1808","US-HI",2012-08-01,24,"Hawaii","HI",15,"2012","08",31,42,13,77,82
"1809","US-HI",2012-09-01,31,"Hawaii","HI",15,"2012","09",44,32,18,77,48
"1810","US-HI",2012-10-01,30,"Hawaii","HI",15,"2012","10",34,42,37,67,52
"1811","US-HI",2012-11-01,32,"Hawaii","HI",15,"2012","11",36,65,15,63,32
"1812","US-HI",2012-12-01,48,"Hawaii","HI",15,"2012","12",48,45,23,49,43
"1813","US-HI",2013-01-01,61,"Hawaii","HI",15,"2013","01",60,64,30,71,64
"1814","US-HI",2013-02-01,52,"Hawaii","HI",15,"2013","02",55,47,36,76,52
"1815","US-HI",2013-03-01,60,"Hawaii","HI",15,"2013","03",64,48,26,58,57
"1816","US-HI",2013-04-01,41,"Hawaii","HI",15,"2013","04",42,49,31,75,39
"1817","US-HI",2013-05-01,40,"Hawaii","HI",15,"2013","05",46,44,14,70,69
"1818","US-HI",2013-06-01,32,"Hawaii","HI",15,"2013","06",34,47,20,75,96
"1819","US-HI",2013-07-01,52,"Hawaii","HI",15,"2013","07",54,36,56,75,44
"1820","US-HI",2013-08-01,32,"Hawaii","HI",15,"2013","08",32,46,26,72,56
"1821","US-HI",2013-09-01,31,"Hawaii","HI",15,"2013","09",30,44,22,74,45
"1822","US-HI",2013-10-01,36,"Hawaii","HI",15,"2013","10",36,61,22,76,78
"1823","US-HI",2013-11-01,55,"Hawaii","HI",15,"2013","11",58,60,26,66,54
"1824","US-HI",2013-12-01,56,"Hawaii","HI",15,"2013","12",59,73,29,73,22
"1825","US-HI",2014-01-01,75,"Hawaii","HI",15,"2014","01",77,77,41,81,53
"1826","US-HI",2014-02-01,74,"Hawaii","HI",15,"2014","02",75,69,40,74,47
"1827","US-HI",2014-03-01,68,"Hawaii","HI",15,"2014","03",75,52,34,57,47
"1828","US-HI",2014-04-01,45,"Hawaii","HI",15,"2014","04",50,59,25,74,58
"1829","US-HI",2014-05-01,47,"Hawaii","HI",15,"2014","05",53,42,26,100,49
"1830","US-HI",2014-06-01,27,"Hawaii","HI",15,"2014","06",19,53,15,92,51
"1831","US-HI",2014-07-01,45,"Hawaii","HI",15,"2014","07",44,44,38,76,38
"1832","US-HI",2014-08-01,61,"Hawaii","HI",15,"2014","08",50,56,73,91,61
"1833","US-HI",2014-09-01,40,"Hawaii","HI",15,"2014","09",39,74,11,87,68
"1834","US-HI",2014-10-01,53,"Hawaii","HI",15,"2014","10",47,50,46,81,61
"1835","US-HI",2014-11-01,49,"Hawaii","HI",15,"2014","11",35,70,12,78,51
"1836","US-HI",2014-12-01,68,"Hawaii","HI",15,"2014","12",51,52,14,76,41
"1837","US-HI",2015-01-01,57,"Hawaii","HI",15,"2015","01",57,65,14,87,80
"1838","US-HI",2015-02-01,54,"Hawaii","HI",15,"2015","02",52,65,18,68,61
"1839","US-HI",2015-03-01,61,"Hawaii","HI",15,"2015","03",56,69,19,87,61
"1840","US-HI",2015-04-01,45,"Hawaii","HI",15,"2015","04",42,58,18,79,45
"1841","US-HI",2015-05-01,45,"Hawaii","HI",15,"2015","05",43,68,15,89,43
"1842","US-HI",2015-06-01,38,"Hawaii","HI",15,"2015","06",22,60,23,87,58
"1843","US-HI",2015-07-01,46,"Hawaii","HI",15,"2015","07",45,60,26,85,63
"1844","US-HI",2015-08-01,100,"Hawaii","HI",15,"2015","08",64,51,100,82,24
"1845","US-HI",2015-09-01,72,"Hawaii","HI",15,"2015","09",60,54,58,64,52
"1846","US-HI",2015-10-01,49,"Hawaii","HI",15,"2015","10",39,49,34,65,52
"1847","US-HI",2015-11-01,63,"Hawaii","HI",15,"2015","11",44,74,27,76,39
"1848","US-HI",2015-12-01,52,"Hawaii","HI",15,"2015","12",44,84,29,69,76
"1849","US-HI",2016-01-01,48,"Hawaii","HI",15,"2016","01",45,71,16,80,50
"1850","US-HI",2016-02-01,52,"Hawaii","HI",15,"2016","02",58,69,22,78,23
"1851","US-HI",2016-03-01,61,"Hawaii","HI",15,"2016","03",61,68,27,66,41
"1852","US-HI",2016-04-01,48,"Hawaii","HI",15,"2016","04",48,76,26,77,34
"1853","US-HI",2016-05-01,52,"Hawaii","HI",15,"2016","05",37,63,18,82,38
"1854","US-HI",2016-06-01,44,"Hawaii","HI",15,"2016","06",42,63,19,88,63
"1855","US-HI",2016-07-01,74,"Hawaii","HI",15,"2016","07",61,45,58,79,41
"1856","US-HI",2016-08-01,56,"Hawaii","HI",15,"2016","08",53,56,49,82,76
"1857","US-HI",2016-09-01,65,"Hawaii","HI",15,"2016","09",48,57,59,98,71
"1858","US-HI",2016-10-01,46,"Hawaii","HI",15,"2016","10",32,45,22,90,48
"1859","US-HI",2016-11-01,49,"Hawaii","HI",15,"2016","11",44,76,13,77,37
"1860","US-HI",2016-12-01,84,"Hawaii","HI",15,"2016","12",64,83,30,88,65
"1861","US-HI",2017-01-01,65,"Hawaii","HI",15,"2017","01",52,92,22,82,70
"1862","US-HI",2017-02-01,79,"Hawaii","HI",15,"2017","02",64,75,22,87,79
"1863","US-HI",2017-03-01,67,"Hawaii","HI",15,"2017","03",51,68,24,88,55
"1864","US-HI",2017-04-01,55,"Hawaii","HI",15,"2017","04",50,64,19,86,57
"1865","US-HI",2017-05-01,44,"Hawaii","HI",15,"2017","05",38,54,13,90,82
"1866","US-HI",2017-06-01,42,"Hawaii","HI",15,"2017","06",31,59,16,93,34
"1867","US-HI",2017-07-01,40,"Hawaii","HI",15,"2017","07",42,73,22,91,84
"1868","US-HI",2017-08-01,37,"Hawaii","HI",15,"2017","08",37,57,18,87,49
"1869","US-HI",2017-09-01,40,"Hawaii","HI",15,"2017","09",29,65,29,87,68
"1870","US-HI",2017-10-01,62,"Hawaii","HI",15,"2017","10",51,73,31,78,62
"1871","US-HI",2017-11-01,68,"Hawaii","HI",15,"2017","11",52,88,21,87,78
"1872","US-HI",2017-12-01,85,"Hawaii","HI",15,"2017","12",62,100,28,92,71
"1873","US-IA",2005-01-01,36,"Iowa","IA",19,"2005","01",27,16,0,65,0
"1874","US-IA",2005-02-01,17,"Iowa","IA",19,"2005","02",5,31,0,45,23
"1875","US-IA",2005-03-01,20,"Iowa","IA",19,"2005","03",32,27,9,63,0
"1876","US-IA",2005-04-01,25,"Iowa","IA",19,"2005","04",26,69,0,58,46
"1877","US-IA",2005-05-01,28,"Iowa","IA",19,"2005","05",29,36,20,30,22
"1878","US-IA",2005-06-01,35,"Iowa","IA",19,"2005","06",23,60,23,29,25
"1879","US-IA",2005-07-01,28,"Iowa","IA",19,"2005","07",11,41,0,73,100
"1880","US-IA",2005-08-01,18,"Iowa","IA",19,"2005","08",25,7,0,48,0
"1881","US-IA",2005-09-01,26,"Iowa","IA",19,"2005","09",30,58,18,61,39
"1882","US-IA",2005-10-01,21,"Iowa","IA",19,"2005","10",24,24,0,32,18
"1883","US-IA",2005-11-01,28,"Iowa","IA",19,"2005","11",30,19,34,44,19
"1884","US-IA",2005-12-01,32,"Iowa","IA",19,"2005","12",24,53,16,48,18
"1885","US-IA",2006-01-01,19,"Iowa","IA",19,"2006","01",18,43,7,59,32
"1886","US-IA",2006-02-01,25,"Iowa","IA",19,"2006","02",7,37,14,80,0
"1887","US-IA",2006-03-01,32,"Iowa","IA",19,"2006","03",16,14,7,50,43
"1888","US-IA",2006-04-01,37,"Iowa","IA",19,"2006","04",17,44,14,47,15
"1889","US-IA",2006-05-01,23,"Iowa","IA",19,"2006","05",13,30,35,53,15
"1890","US-IA",2006-06-01,39,"Iowa","IA",19,"2006","06",31,34,16,64,17
"1891","US-IA",2006-07-01,26,"Iowa","IA",19,"2006","07",30,17,8,42,16
"1892","US-IA",2006-08-01,30,"Iowa","IA",19,"2006","08",33,39,20,43,0
"1893","US-IA",2006-09-01,31,"Iowa","IA",19,"2006","09",19,46,19,57,0
"1894","US-IA",2006-10-01,32,"Iowa","IA",19,"2006","10",19,29,28,39,25
"1895","US-IA",2006-11-01,28,"Iowa","IA",19,"2006","11",22,46,6,54,13
"1896","US-IA",2006-12-01,33,"Iowa","IA",19,"2006","12",15,13,29,60,26
"1897","US-IA",2007-01-01,41,"Iowa","IA",19,"2007","01",30,56,36,46,11
"1898","US-IA",2007-02-01,57,"Iowa","IA",19,"2007","02",52,53,36,56,0
"1899","US-IA",2007-03-01,52,"Iowa","IA",19,"2007","03",24,61,20,40,43
"1900","US-IA",2007-04-01,46,"Iowa","IA",19,"2007","04",22,25,14,56,21
"1901","US-IA",2007-05-01,39,"Iowa","IA",19,"2007","05",12,17,9,42,21
"1902","US-IA",2007-06-01,42,"Iowa","IA",19,"2007","06",14,16,37,64,23
"1903","US-IA",2007-07-01,33,"Iowa","IA",19,"2007","07",13,41,51,64,23
"1904","US-IA",2007-08-01,41,"Iowa","IA",19,"2007","08",21,17,43,28,21
"1905","US-IA",2007-09-01,31,"Iowa","IA",19,"2007","09",25,46,23,50,30
"1906","US-IA",2007-10-01,31,"Iowa","IA",19,"2007","10",28,17,20,51,35
"1907","US-IA",2007-11-01,25,"Iowa","IA",19,"2007","11",20,42,29,53,36
"1908","US-IA",2007-12-01,68,"Iowa","IA",19,"2007","12",38,38,47,51,19
"1909","US-IA",2008-01-01,46,"Iowa","IA",19,"2008","01",27,25,34,54,42
"1910","US-IA",2008-02-01,63,"Iowa","IA",19,"2008","02",33,44,34,50,17
"1911","US-IA",2008-03-01,42,"Iowa","IA",19,"2008","03",32,31,19,54,8
"1912","US-IA",2008-04-01,47,"Iowa","IA",19,"2008","04",28,44,35,51,16
"1913","US-IA",2008-05-01,56,"Iowa","IA",19,"2008","05",48,42,54,51,8
"1914","US-IA",2008-06-01,71,"Iowa","IA",19,"2008","06",40,36,100,45,0
"1915","US-IA",2008-07-01,42,"Iowa","IA",19,"2008","07",30,19,44,60,19
"1916","US-IA",2008-08-01,32,"Iowa","IA",19,"2008","08",13,15,47,37,9
"1917","US-IA",2008-09-01,40,"Iowa","IA",19,"2008","09",42,29,33,47,0
"1918","US-IA",2008-10-01,31,"Iowa","IA",19,"2008","10",55,38,16,67,14
"1919","US-IA",2008-11-01,32,"Iowa","IA",19,"2008","11",27,32,36,57,0
"1920","US-IA",2008-12-01,79,"Iowa","IA",19,"2008","12",38,51,58,53,40
"1921","US-IA",2009-01-01,46,"Iowa","IA",19,"2009","01",30,67,42,48,0
"1922","US-IA",2009-02-01,42,"Iowa","IA",19,"2009","02",37,42,32,49,8
"1923","US-IA",2009-03-01,39,"Iowa","IA",19,"2009","03",33,39,20,44,37
"1924","US-IA",2009-04-01,40,"Iowa","IA",19,"2009","04",37,48,31,55,8
"1925","US-IA",2009-05-01,45,"Iowa","IA",19,"2009","05",39,38,60,51,18
"1926","US-IA",2009-06-01,58,"Iowa","IA",19,"2009","06",41,26,40,61,29
"1927","US-IA",2009-07-01,43,"Iowa","IA",19,"2009","07",35,32,48,64,19
"1928","US-IA",2009-08-01,35,"Iowa","IA",19,"2009","08",31,28,21,65,28
"1929","US-IA",2009-09-01,25,"Iowa","IA",19,"2009","09",29,27,18,55,8
"1930","US-IA",2009-10-01,34,"Iowa","IA",19,"2009","10",43,42,20,55,7
"1931","US-IA",2009-11-01,28,"Iowa","IA",19,"2009","11",33,59,15,68,16
"1932","US-IA",2009-12-01,67,"Iowa","IA",19,"2009","12",100,56,57,62,25
"1933","US-IA",2010-01-01,56,"Iowa","IA",19,"2010","01",59,61,22,57,8
"1934","US-IA",2010-02-01,51,"Iowa","IA",19,"2010","02",60,49,52,64,38
"1935","US-IA",2010-03-01,36,"Iowa","IA",19,"2010","03",49,63,22,56,0
"1936","US-IA",2010-04-01,49,"Iowa","IA",19,"2010","04",44,47,16,57,35
"1937","US-IA",2010-05-01,40,"Iowa","IA",19,"2010","05",37,34,50,52,31
"1938","US-IA",2010-06-01,70,"Iowa","IA",19,"2010","06",77,12,78,35,27
"1939","US-IA",2010-07-01,47,"Iowa","IA",19,"2010","07",40,21,44,58,53
"1940","US-IA",2010-08-01,43,"Iowa","IA",19,"2010","08",30,28,56,58,41
"1941","US-IA",2010-09-01,46,"Iowa","IA",19,"2010","09",41,42,37,42,30
"1942","US-IA",2010-10-01,33,"Iowa","IA",19,"2010","10",29,53,13,57,43
"1943","US-IA",2010-11-01,37,"Iowa","IA",19,"2010","11",26,61,29,45,35
"1944","US-IA",2010-12-01,64,"Iowa","IA",19,"2010","12",62,43,23,61,21
"1945","US-IA",2011-01-01,55,"Iowa","IA",19,"2011","01",49,42,39,62,23
"1946","US-IA",2011-02-01,55,"Iowa","IA",19,"2011","02",46,43,33,62,26
"1947","US-IA",2011-03-01,43,"Iowa","IA",19,"2011","03",42,42,34,56,24
"1948","US-IA",2011-04-01,54,"Iowa","IA",19,"2011","04",44,51,39,48,38
"1949","US-IA",2011-05-01,65,"Iowa","IA",19,"2011","05",47,30,47,68,14
"1950","US-IA",2011-06-01,70,"Iowa","IA",19,"2011","06",64,33,86,48,25
"1951","US-IA",2011-07-01,53,"Iowa","IA",19,"2011","07",30,43,45,53,30
"1952","US-IA",2011-08-01,41,"Iowa","IA",19,"2011","08",32,34,38,71,32
"1953","US-IA",2011-09-01,42,"Iowa","IA",19,"2011","09",41,35,30,58,41
"1954","US-IA",2011-10-01,31,"Iowa","IA",19,"2011","10",32,41,23,60,39
"1955","US-IA",2011-11-01,31,"Iowa","IA",19,"2011","11",32,57,25,63,27
"1956","US-IA",2011-12-01,36,"Iowa","IA",19,"2011","12",23,55,25,60,16
"1957","US-IA",2012-01-01,47,"Iowa","IA",19,"2012","01",48,45,32,64,37
"1958","US-IA",2012-02-01,46,"Iowa","IA",19,"2012","02",44,52,44,59,42
"1959","US-IA",2012-03-01,47,"Iowa","IA",19,"2012","03",44,50,31,59,25
"1960","US-IA",2012-04-01,55,"Iowa","IA",19,"2012","04",51,39,49,61,18
"1961","US-IA",2012-05-01,46,"Iowa","IA",19,"2012","05",42,43,47,56,35
"1962","US-IA",2012-06-01,48,"Iowa","IA",19,"2012","06",41,42,49,70,35
"1963","US-IA",2012-07-01,48,"Iowa","IA",19,"2012","07",47,46,41,61,22
"1964","US-IA",2012-08-01,44,"Iowa","IA",19,"2012","08",33,35,49,59,33
"1965","US-IA",2012-09-01,39,"Iowa","IA",19,"2012","09",37,64,17,64,37
"1966","US-IA",2012-10-01,48,"Iowa","IA",19,"2012","10",36,62,25,67,40
"1967","US-IA",2012-11-01,29,"Iowa","IA",19,"2012","11",26,52,18,65,16
"1968","US-IA",2012-12-01,56,"Iowa","IA",19,"2012","12",41,49,46,67,46
"1969","US-IA",2013-01-01,46,"Iowa","IA",19,"2013","01",40,62,36,62,23
"1970","US-IA",2013-02-01,73,"Iowa","IA",19,"2013","02",65,77,54,61,39
"1971","US-IA",2013-03-01,61,"Iowa","IA",19,"2013","03",50,48,45,68,33
"1972","US-IA",2013-04-01,56,"Iowa","IA",19,"2013","04",54,64,48,58,46
"1973","US-IA",2013-05-01,88,"Iowa","IA",19,"2013","05",72,56,59,53,33
"1974","US-IA",2013-06-01,81,"Iowa","IA",19,"2013","06",59,43,56,69,26
"1975","US-IA",2013-07-01,48,"Iowa","IA",19,"2013","07",34,49,33,68,44
"1976","US-IA",2013-08-01,45,"Iowa","IA",19,"2013","08",39,36,41,72,32
"1977","US-IA",2013-09-01,43,"Iowa","IA",19,"2013","09",39,52,25,77,27
"1978","US-IA",2013-10-01,46,"Iowa","IA",19,"2013","10",38,48,29,61,34
"1979","US-IA",2013-11-01,38,"Iowa","IA",19,"2013","11",44,58,19,65,22
"1980","US-IA",2013-12-01,70,"Iowa","IA",19,"2013","12",52,70,39,75,21
"1981","US-IA",2014-01-01,82,"Iowa","IA",19,"2014","01",67,100,38,74,38
"1982","US-IA",2014-02-01,85,"Iowa","IA",19,"2014","02",89,74,49,61,47
"1983","US-IA",2014-03-01,61,"Iowa","IA",19,"2014","03",55,71,32,68,31
"1984","US-IA",2014-04-01,68,"Iowa","IA",19,"2014","04",45,62,48,65,30
"1985","US-IA",2014-05-01,69,"Iowa","IA",19,"2014","05",56,65,50,79,37
"1986","US-IA",2014-06-01,100,"Iowa","IA",19,"2014","06",63,35,96,76,32
"1987","US-IA",2014-07-01,53,"Iowa","IA",19,"2014","07",50,40,32,75,26
"1988","US-IA",2014-08-01,52,"Iowa","IA",19,"2014","08",43,47,27,75,34
"1989","US-IA",2014-09-01,49,"Iowa","IA",19,"2014","09",44,61,26,66,36
"1990","US-IA",2014-10-01,39,"Iowa","IA",19,"2014","10",39,54,25,65,36
"1991","US-IA",2014-11-01,50,"Iowa","IA",19,"2014","11",54,71,34,64,46
"1992","US-IA",2014-12-01,37,"Iowa","IA",19,"2014","12",38,77,18,70,26
"1993","US-IA",2015-01-01,64,"Iowa","IA",19,"2015","01",54,77,30,82,71
"1994","US-IA",2015-02-01,61,"Iowa","IA",19,"2015","02",58,83,45,71,36
"1995","US-IA",2015-03-01,49,"Iowa","IA",19,"2015","03",59,86,21,72,57
"1996","US-IA",2015-04-01,59,"Iowa","IA",19,"2015","04",47,64,33,74,27
"1997","US-IA",2015-05-01,75,"Iowa","IA",19,"2015","05",56,64,38,74,34
"1998","US-IA",2015-06-01,84,"Iowa","IA",19,"2015","06",63,63,54,85,51
"1999","US-IA",2015-07-01,67,"Iowa","IA",19,"2015","07",44,55,29,88,45
"2000","US-IA",2015-08-01,56,"Iowa","IA",19,"2015","08",47,55,33,86,37
"2001","US-IA",2015-09-01,49,"Iowa","IA",19,"2015","09",44,63,19,64,30
"2002","US-IA",2015-10-01,41,"Iowa","IA",19,"2015","10",44,69,16,75,47
"2003","US-IA",2015-11-01,68,"Iowa","IA",19,"2015","11",54,79,32,74,35
"2004","US-IA",2015-12-01,56,"Iowa","IA",19,"2015","12",55,70,29,71,36
"2005","US-IA",2016-01-01,60,"Iowa","IA",19,"2016","01",66,80,31,76,45
"2006","US-IA",2016-02-01,70,"Iowa","IA",19,"2016","02",66,59,28,65,40
"2007","US-IA",2016-03-01,60,"Iowa","IA",19,"2016","03",52,73,30,76,31
"2008","US-IA",2016-04-01,64,"Iowa","IA",19,"2016","04",56,84,15,69,31
"2009","US-IA",2016-05-01,76,"Iowa","IA",19,"2016","05",74,76,36,78,34
"2010","US-IA",2016-06-01,70,"Iowa","IA",19,"2016","06",62,54,35,71,45
"2011","US-IA",2016-07-01,76,"Iowa","IA",19,"2016","07",64,56,47,85,38
"2012","US-IA",2016-08-01,62,"Iowa","IA",19,"2016","08",48,44,35,87,29
"2013","US-IA",2016-09-01,64,"Iowa","IA",19,"2016","09",53,60,41,80,59
"2014","US-IA",2016-10-01,49,"Iowa","IA",19,"2016","10",46,62,23,82,39
"2015","US-IA",2016-11-01,40,"Iowa","IA",19,"2016","11",46,83,13,91,29
"2016","US-IA",2016-12-01,65,"Iowa","IA",19,"2016","12",67,79,32,92,36
"2017","US-IA",2017-01-01,70,"Iowa","IA",19,"2017","01",53,80,28,87,51
"2018","US-IA",2017-02-01,51,"Iowa","IA",19,"2017","02",53,93,19,84,56
"2019","US-IA",2017-03-01,67,"Iowa","IA",19,"2017","03",57,77,20,81,48
"2020","US-IA",2017-04-01,68,"Iowa","IA",19,"2017","04",65,86,34,88,37
"2021","US-IA",2017-05-01,81,"Iowa","IA",19,"2017","05",76,72,29,89,39
"2022","US-IA",2017-06-01,85,"Iowa","IA",19,"2017","06",66,66,54,93,47
"2023","US-IA",2017-07-01,71,"Iowa","IA",19,"2017","07",57,53,49,100,68
"2024","US-IA",2017-08-01,61,"Iowa","IA",19,"2017","08",59,52,28,79,63
"2025","US-IA",2017-09-01,51,"Iowa","IA",19,"2017","09",48,62,25,81,45
"2026","US-IA",2017-10-01,67,"Iowa","IA",19,"2017","10",64,81,31,83,42
"2027","US-IA",2017-11-01,39,"Iowa","IA",19,"2017","11",42,88,12,93,33
"2028","US-IA",2017-12-01,63,"Iowa","IA",19,"2017","12",56,97,23,91,36
"2029","US-ID",2005-01-01,19,"Idaho","ID",16,"2005","01",24,31,81,29,0
"2030","US-ID",2005-02-01,22,"Idaho","ID",16,"2005","02",13,17,0,30,0
"2031","US-ID",2005-03-01,20,"Idaho","ID",16,"2005","03",32,42,0,96,51
"2032","US-ID",2005-04-01,19,"Idaho","ID",16,"2005","04",12,32,27,29,0
"2033","US-ID",2005-05-01,26,"Idaho","ID",16,"2005","05",22,28,25,61,51
"2034","US-ID",2005-06-01,19,"Idaho","ID",16,"2005","06",12,0,0,29,0
"2035","US-ID",2005-07-01,15,"Idaho","ID",16,"2005","07",24,62,80,47,55
"2036","US-ID",2005-08-01,16,"Idaho","ID",16,"2005","08",11,0,50,0,0
"2037","US-ID",2005-09-01,27,"Idaho","ID",16,"2005","09",19,0,0,46,0
"2038","US-ID",2005-10-01,23,"Idaho","ID",16,"2005","10",26,23,20,42,0
"2039","US-ID",2005-11-01,26,"Idaho","ID",16,"2005","11",17,45,0,48,0
"2040","US-ID",2005-12-01,32,"Idaho","ID",16,"2005","12",25,11,96,34,0
